station,time.yy,time.mm,time.dd,time.hh,temp,relhum,vappres,dewpt,mixratio,wetbulb,enthalpy,precip,airpres,winddir,windmean,windmax,rad.global,rad.direct,rad.diffus,rad.vert.N,rad.vert.E,rad.vert.S,rad.vert.W,ir.horiz,cloudcov,albedo,emissivity
ZUESTA,2009,1,1,0,0.2,,,,,,,,957.3,,0.3,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,1,0.3,,,,,,,,958.1,,1.6,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,2,0.1,,,,,,,,958.9,,1.6,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,3,-0.1,,,,,,,,959.4,,0.9,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,4,-0.3,,,,,,,,959.6,,1.1,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,5,-0.4,,,,,,,,959.8,,0.6,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,6,-0.2,,,,,,,,960.2,,0.7,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,7,-1,,,,,,,,960.5,,0.3,,4,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,8,-1.5,,,,,,,,960.7,,0.8,,82,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,9,-0.6,,,,,,,,960.9,,0.5,,200,1739.8,33,0,0,0,0,,,,
ZUESTA,2009,1,1,10,0,,,,,,,,960.6,,0.6,,240,956.7,39.6,0,0,0,0,,,,
ZUESTA,2009,1,1,11,0.5,,,,,,,,960,,0.6,,228,362.8,122.7,0,0,0,0,,,,
ZUESTA,2009,1,1,12,0.8,,,,,,,,959.4,,1.1,,193,103,158.8,0,0,0,0,,,,
ZUESTA,2009,1,1,13,0.5,,,,,,,,959,,1.1,,166,50.2,149.4,0,0,0,0,,,,
ZUESTA,2009,1,1,14,0.3,,,,,,,,958.9,,1.5,,70,3.7,68.9,0,0,0,0,,,,
ZUESTA,2009,1,1,15,-0.3,,,,,,,,958.9,,1.5,,21,0.6,20.9,0,0,0,0,,,,
ZUESTA,2009,1,1,16,-0.6,,,,,,,,958.8,,1.5,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,17,-0.9,,,,,,,,958.8,,2,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,18,-1.1,,,,,,,,958.7,,1.5,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,19,-1.2,,,,,,,,958.6,,1.2,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,20,-1.4,,,,,,,,958.5,,1.5,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,21,-1.5,,,,,,,,958.1,,1.7,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,22,-1.7,,,,,,,,957.8,,1.4,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,1,23,-1.8,,,,,,,,957.5,,2.4,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,0,-1.8,,,,,,,,957,,0.7,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,1,-1.6,,,,,,,,956.9,,0.4,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,2,-1.6,,,,,,,,956.7,,0.7,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,3,-1.8,,,,,,,,956.6,,0.7,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,4,-1.9,,,,,,,,956.3,,0.9,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,5,-1.9,,,,,,,,956.1,,0.6,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,6,-1.8,,,,,,,,956.2,,1,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,7,-1.9,,,,,,,,956.3,,1,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,8,-2,,,,,,,,956.3,,0.8,,7,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,9,-1.9,,,,,,,,956.5,,0.8,,17,2,16.8,0,0,0,0,,,,
ZUESTA,2009,1,2,10,-2,,,,,,,,956.6,,1.1,,32,1.5,31.7,0,0,0,0,,,,
ZUESTA,2009,1,2,11,-1.8,,,,,,,,956.3,,1.3,,51,2,50.4,0,0,0,0,,,,
ZUESTA,2009,1,2,12,-1.8,,,,,,,,955.9,,1.4,,46,1.2,45.6,0,0,0,0,,,,
ZUESTA,2009,1,2,13,-1.6,,,,,,,,955.7,,0.7,,48,1.3,47.6,0,0,0,0,,,,
ZUESTA,2009,1,2,14,-1.5,,,,,,,,955.9,,0.6,,27,0.5,26.8,0,0,0,0,,,,
ZUESTA,2009,1,2,15,-1.5,,,,,,,,956,,1.2,,5,0,5,0,0,0,0,,,,
ZUESTA,2009,1,2,16,-1.5,,,,,,,,956,,2.1,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,17,-2.2,,,,,,,,956.1,,2.5,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,18,-2.4,,,,,,,,956.4,,2.7,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,19,-2.8,,,,,,,,956.7,,2.6,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,20,-3.3,,,,,,,,956.6,,2.1,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,21,-3.7,,,,,,,,956.7,,2.5,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,22,-4.1,,,,,,,,956.7,,3.2,,0,0,0,0,0,0,0,,,,
ZUESTA,2009,1,2,23,-4.4,,,,,,,,956.5,,3.3,,0,0,0,0,0,0,0,,,,
