station,time.yy,time.mm,time.dd,time.hh,temp,relhum,vappres,dewpt,mixratio,wetbulb,enthalpy,precip,airpres,winddir,windmean,windmax,rad.global,rad.direct,rad.diffus,rad.vert.N,rad.vert.E,rad.vert.S,rad.vert.W,ir.horiz,cloudcov,albedo,emissivity
ZUESTA,2012,1,1,0,6.4,,,,,,,,953.9,,2,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,1,6.7,,,,,,,,954,,1.6,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,2,6.5,,,,,,,,954.2,,1.8,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,3,6.7,,,,,,,,953.9,,1.8,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,4,7,,,,,,,,953.9,,1.8,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,5,6.6,,,,,,,,954.2,,2.5,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,6,7.4,,,,,,,,954.6,,1.7,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,7,7.4,,,,,,,,954.8,,2.4,,2,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,8,7,,,,,,,,955.1,,4,,31,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,9,8.3,,,,,,,,955.2,,5.2,,78,410.7,38.6,0,0,0,0,,,,
ZUESTA,2012,1,1,10,8.1,,,,,,,,955.4,,2.6,,141,197.9,99.6,0,0,0,0,,,,
ZUESTA,2012,1,1,11,8.5,,,,,,,,954.9,,1.4,,174,119.6,139.4,0,0,0,0,,,,
ZUESTA,2012,1,1,12,8,,,,,,,,954.6,,1.2,,154,34.7,142.5,0,0,0,0,,,,
ZUESTA,2012,1,1,13,9.1,,,,,,,,954.1,,2.2,,164,48,148.1,0,0,0,0,,,,
ZUESTA,2012,1,1,14,9.6,,,,,,,,953.6,,2.2,,181,146.1,138.9,0,0,0,0,,,,
ZUESTA,2012,1,1,15,8.3,,,,,,,,953.6,,1.7,,33,1.6,32.7,0,0,0,0,,,,
ZUESTA,2012,1,1,16,8.4,,,,,,,,953.7,,2.8,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,17,8.7,,,,,,,,953.7,,2.9,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,18,7.6,,,,,,,,953.5,,1.9,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,19,6.8,,,,,,,,953.3,,1.4,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,20,7.3,,,,,,,,952.9,,1.1,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,21,6.4,,,,,,,,952.4,,1,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,22,6,,,,,,,,951.6,,0.7,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,1,23,4.8,,,,,,,,951,,0.7,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,2,0,4.9,,,,,,,,950.4,,0.6,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,2,1,5.7,,,,,,,,950.1,,1.1,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,2,2,5.8,,,,,,,,949.8,,0.9,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,2,3,6.4,,,,,,,,949,,1,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,2,4,6.1,,,,,,,,948.3,,1.1,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,2,5,5.7,,,,,,,,947.8,,1,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,2,6,5.6,,,,,,,,947.5,,0.5,,0,0,0,0,0,0,0,,,,
ZUESTA,2012,1,2,7,7.1,,,,,,,,947.1,,1.6,,2,0,0,0,0,0,0,,,,
ZUESTA,2012,1,2,8,8,,,,,,,,947.2,,2.4,,26,0,0,0,0,0,0,,,,
ZUESTA,2012,1,2,9,8.3,,,,,,,,947.6,,4.5,,41,22.4,38.8,0,0,0,0,,,,
ZUESTA,2012,1,2,10,9.8,,,,,,,,947.7,,8.1,,99,37.4,91.1,0,0,0,0,,,,
ZUESTA,2012,1,2,11,8.7,,,,,,,,947.9,,7.9,,31,0.7,30.8,0,0,0,0,,,,
ZUESTA,2012,1,2,12,7.5,,,,,,,,948.4,,7.1,,22,0.3,21.9,0,0,0,0,,,,
ZUESTA,2012,1,2,13,6.5,,,,,,,,949.8,,3.8,,29,0.5,28.8,0,0,0,0,,,,
