station,time.yy,time.mm,time.dd,time.hh,temp,relhum,vappres,dewpt,mixratio,wetbulb,enthalpy,precip,airpres,winddir,windmean,windmax,rad.global,rad.direct,rad.diffus,rad.vert.N,rad.vert.E,rad.vert.S,rad.vert.W,ir.horiz,cloudcov,albedo,emissivity
RUE,2009,1,1,0,-0.1,,,,,,,,951.5,,3,,1,0,0,0,0,0,0,,,,
RUE,2009,1,1,1,-0.3,,,,,,,,952.1,,1.3,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,2,-0.3,,,,,,,,952.6,,1.8,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,3,-0.7,,,,,,,,952.9,,1.3,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,4,-1,,,,,,,,953.1,,0.2,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,5,-1.6,,,,,,,,953.1,,0.4,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,6,-1.3,,,,,,,,953.5,,0.4,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,7,-1.7,,,,,,,,953.8,,0.5,,4,0,0,0,0,0,0,,,,
RUE,2009,1,1,8,-2,,,,,,,,953.7,,0.8,,47,0,0,0,0,0,0,,,,
RUE,2009,1,1,9,-1.6,,,,,,,,953.9,,1.7,,171,1589.5,28.2,0,0,0,0,,,,
RUE,2009,1,1,10,-1,,,,,,,,953.8,,1.6,,232,947.9,38.3,0,0,0,0,,,,
RUE,2009,1,1,11,-0.6,,,,,,,,953.3,,1.5,,330,961.5,54.5,0,0,0,0,,,,
RUE,2009,1,1,12,-0.2,,,,,,,,952.6,,1.7,,319,704.9,86.4,0,0,0,0,,,,
RUE,2009,1,1,13,-0.6,,,,,,,,952.3,,2.3,,187,89.3,157.4,0,0,0,0,,,,
RUE,2009,1,1,14,-1,,,,,,,,952,,1.9,,167,96.6,138.9,0,0,0,0,,,,
RUE,2009,1,1,15,-1.5,,,,,,,,952,,2.4,,58,4.8,57,0,0,0,0,,,,
RUE,2009,1,1,16,-1.7,,,,,,,,952.1,,2.5,,2,0,2,0,0,0,0,,,,
RUE,2009,1,1,17,-1.7,,,,,,,,952.1,,2.7,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,18,-1.9,,,,,,,,952.1,,1.9,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,19,-1.8,,,,,,,,952.1,,2.2,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,20,-1.8,,,,,,,,951.9,,2.4,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,21,-1.8,,,,,,,,951.3,,2.8,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,22,-1.9,,,,,,,,951.3,,3,,0,0,0,0,0,0,0,,,,
RUE,2009,1,1,23,-1.9,,,,,,,,950.9,,2.8,,0,0,0,0,0,0,0,,,,
RUE,2009,1,2,0,-1.8,,,,,,,,950.5,,2.5,,0,0,0,0,0,0,0,,,,
RUE,2009,1,2,1,-1.9,,,,,,,,950.3,,2,,0,0,0,0,0,0,0,,,,
RUE,2009,1,2,2,-2.1,,,,,,,,950.1,,1.9,,0,0,0,0,0,0,0,,,,
