station,time.yy,time.mm,time.dd,time.hh,temp,relhum,vappres,dewpt,mixratio,wetbulb,enthalpy,precip,airpres,winddir,windmean,windmax,rad.global,rad.direct,rad.diffus,rad.vert.N,rad.vert.E,rad.vert.S,rad.vert.W,ir.horiz,cloudcov,albedo,emissivity
RUE,2012,1,1,0,8.5,,,,,,,,947.2,,2.7,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,1,8.4,,,,,,,,947.4,,2.5,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,2,8.5,,,,,,,,947.5,,2.5,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,3,8.6,,,,,,,,947.2,,4.3,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,4,8.7,,,,,,,,947.3,,3.9,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,5,8.9,,,,,,,,947.5,,3.3,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,6,8.4,,,,,,,,947.7,,2.9,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,7,9,,,,,,,,948.1,,2.9,,6,0,0,0,0,0,0,,,,
RUE,2012,1,1,8,9.9,,,,,,,,948.3,,3.8,,59,0,0,0,0,0,0,,,,
RUE,2012,1,1,9,10.4,,,,,,,,948.7,,3.2,,157,1460.2,25.9,0,0,0,0,,,,
RUE,2012,1,1,10,10.9,,,,,,,,948.6,,3.9,,149,274,93.1,0,0,0,0,,,,
RUE,2012,1,1,11,11.3,,,,,,,,948.2,,5.3,,153,69.4,133.2,0,0,0,0,,,,
RUE,2012,1,1,12,11.5,,,,,,,,947.7,,5.5,,159,42,145.2,0,0,0,0,,,,
RUE,2012,1,1,13,11.6,,,,,,,,947.1,,5.5,,123,11.6,119.2,0,0,0,0,,,,
RUE,2012,1,1,14,11.5,,,,,,,,947,,5.6,,49,1.8,48.5,0,0,0,0,,,,
RUE,2012,1,1,15,10.9,,,,,,,,947,,3.7,,28,1.1,27.8,0,0,0,0,,,,
RUE,2012,1,1,16,10.5,,,,,,,,947,,3.2,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,17,9.9,,,,,,,,946.9,,2.9,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,18,9.9,,,,,,,,946.8,,2.8,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,19,9.4,,,,,,,,946.5,,1.6,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,20,9,,,,,,,,946.2,,1.2,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,21,9.2,,,,,,,,945.5,,1.3,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,22,9.1,,,,,,,,944.6,,1.9,,0,0,0,0,0,0,0,,,,
RUE,2012,1,1,23,8.6,,,,,,,,943.9,,2.8,,0,0,0,0,0,0,0,,,,
RUE,2012,1,2,0,7.9,,,,,,,,943.5,,1.4,,0,0,0,0,0,0,0,,,,
RUE,2012,1,2,1,7.5,,,,,,,,943.1,,2.5,,0,0,0,0,0,0,0,,,,
RUE,2012,1,2,2,8.4,,,,,,,,942.6,,2.9,,0,0,0,0,0,0,0,,,,
RUE,2012,1,2,3,11,,,,,,,,941.9,,3.6,,0,0,0,0,0,0,0,,,,
