station,time.yy,time.mm,time.dd,time.hh,temp,relhum,vappres,dewpt,mixratio,wetbulb,enthalpy,precip,airpres,winddir,windmean,windmax,rad.global,rad.direct,rad.diffus,rad.vert.N,rad.vert.E,rad.vert.S,rad.vert.W,ir.horiz,cloudcov,albedo,emissivity
KLO,2012,1,1,0,7.5,,,,,,,,968.8,,4.4,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,1,7.7,,,,,,,,969,,5.1,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,2,7.8,,,,,,,,969.1,,5.5,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,3,8,,,,,,,,968.8,,4.8,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,4,8.3,,,,,,,,968.8,,5.1,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,5,8.5,,,,,,,,969.1,,4.9,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,6,8.5,,,,,,,,969.4,,4.3,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,7,8.6,,,,,,,,969.7,,5.6,,3,0,0,0,0,0,0,,,,
KLO,2012,1,1,8,8.8,,,,,,,,970,,5,,33,0,0,0,0,0,0,,,,
KLO,2012,1,1,9,9.7,,,,,,,,970.2,,5.6,,79,447.6,36.6,0,0,0,0,,,,
KLO,2012,1,1,10,10,,,,,,,,970.2,,6.2,,115,81.7,98,0,0,0,0,,,,
KLO,2012,1,1,11,10.4,,,,,,,,969.8,,3.6,,128,27.5,120.1,0,0,0,0,,,,
KLO,2012,1,1,12,10.4,,,,,,,,969.4,,3.1,,96,5.4,94.2,0,0,0,0,,,,
KLO,2012,1,1,13,10.9,,,,,,,,968.9,,3.4,,95,5.3,93.3,0,0,0,0,,,,
KLO,2012,1,1,14,11.3,,,,,,,,968.4,,4.3,,104,10.5,101,0,0,0,0,,,,
KLO,2012,1,1,15,10.7,,,,,,,,968.2,,4.3,,22,0.7,21.8,0,0,0,0,,,,
KLO,2012,1,1,16,10.1,,,,,,,,968.4,,4.5,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,17,9.6,,,,,,,,968.4,,4.2,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,18,9,,,,,,,,968.3,,2.5,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,19,7.6,,,,,,,,968.2,,2.8,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,20,6.2,,,,,,,,967.9,,2.2,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,21,5.4,,,,,,,,967.4,,2.3,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,22,5.3,,,,,,,,966.6,,2.3,,0,0,0,0,0,0,0,,,,
KLO,2012,1,1,23,5.6,,,,,,,,965.9,,2.5,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,0,5.3,,,,,,,,965.4,,3.5,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,1,4.8,,,,,,,,965,,3.4,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,2,4.6,,,,,,,,964.6,,2.6,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,3,4.6,,,,,,,,963.8,,3.3,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,4,6.3,,,,,,,,963.1,,3.7,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,5,6,,,,,,,,962.6,,4.4,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,6,6.1,,,,,,,,962.1,,4.3,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,7,7.2,,,,,,,,961.9,,3.3,,2,0,0,0,0,0,0,,,,
KLO,2012,1,2,8,9.8,,,,,,,,962,,3.6,,27,0,0,0,0,0,0,,,,
KLO,2012,1,2,9,9.8,,,,,,,,962.3,,4.4,,34,9.9,33.1,0,0,0,0,,,,
KLO,2012,1,2,10,9.9,,,,,,,,962.5,,5.3,,64,6,62.7,0,0,0,0,,,,
KLO,2012,1,2,11,9.2,,,,,,,,962.7,,6.2,,23,0.4,22.9,0,0,0,0,,,,
KLO,2012,1,2,12,8.4,,,,,,,,963.3,,5.6,,39,0.9,38.7,0,0,0,0,,,,
KLO,2012,1,2,13,7.6,,,,,,,,964.5,,4.8,,81,3.8,79.7,0,0,0,0,,,,
KLO,2012,1,2,14,7.2,,,,,,,,965.8,,3.8,,27,0.6,26.8,0,0,0,0,,,,
KLO,2012,1,2,15,6.2,,,,,,,,967,,4.8,,4,0,4,0,0,0,0,,,,
KLO,2012,1,2,16,5.3,,,,,,,,967.7,,3.3,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,17,5.5,,,,,,,,968.1,,1.6,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,18,5.9,,,,,,,,968.6,,2.8,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,19,5.7,,,,,,,,969.4,,2.2,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,20,4.9,,,,,,,,970.3,,1.2,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,21,5,,,,,,,,970.9,,0.7,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,22,4.6,,,,,,,,971.7,,1.2,,0,0,0,0,0,0,0,,,,
KLO,2012,1,2,23,4.3,,,,,,,,972.3,,0.8,,0,0,0,0,0,0,0,,,,
KLO,2012,1,3,0,3.9,,,,,,,,973.1,,2.8,,0,0,0,0,0,0,0,,,,
KLO,2012,1,3,1,3.6,,,,,,,,974,,0.9,,0,0,0,0,0,0,0,,,,
